Date,ADRD,ADRU,BBEU,DAX,DBEU,DBEZ,DBGR,DBUK,DDEZ,DEZU,DFE,DXGE,EDEN,EDOM,EFNL,EIRL,ENOR,EPV,EUDG,EUDV,EUFL,EUFN,EUMV,EURL,EURZ,EUSC,EUXL,EWD,EWG,EWGS,EWI,EWK,EWL,EWN,EWO,EWP,EWQ,EWU,EWUS,EZU,FDD,FEP,FEU,FEUL,FEUZ,FEZ,FFEU,FGM,FIEE,FKU,FLEE,FLEH,FLEU,FLFR,FLGB,FLGR,FLIY,FLSW,FPXE,FSZ,GREK,GRMY,GSEU,GVAL,GXF,HEDJ,HEWG,HEWI,HEWL,HEWP,HEWU,HEZU,HFXE,IEUR,IEUS,IEV,JPEH,JPEU,NORW,OEUR,PGAL,RFEU,RIDV,SCID,SMEZ,UPV,VGK,WBIA,ZDEU,ZGBR
2015-04-28,21.223278045654297,20.730358123779297,,26.147523880004883,24.441925048828125,26.441396713256836,25.183277130126953,17.92608070373535,,,51.69966125488281,27.477380752563477,51.853858947753906,,31.27326011657715,37.68138885498047,22.695226669311523,50.51927185058594,22.368661880493164,,,20.36610984802246,22.382108688354492,36.09562683105469,,24.003467559814453,,29.62899398803711,27.613262176513672,38.22332763671875,27.96500587463379,16.195844650268555,31.472742080688477,24.421733856201172,15.444937705993652,31.252134323120117,24.937345504760742,34.20078659057617,36.689002990722656,36.15385055541992,11.62023639678955,29.796358108520508,32.42784118652344,,31.75109100341797,35.58792495727539,,36.75284194946289,,38.419437408447266,,,,,,,,,,38.968894958496094,10.71337604522705,,,19.37579345703125,21.512006759643555,56.84548568725586,25.81137466430664,,,,,26.575584411621094,,42.60686492919922,42.60204315185547,41.716575622558594,,,11.30733585357666,,10.352763175964355,,,,49.27968215942383,48.73574447631836,50.210113525390625,25.059097290039062,,
2015-04-29,20.998329162597656,20.541271209716797,,25.750648498535156,23.960590362548828,25.81971549987793,24.430084228515625,17.551345825195312,,,51.58639144897461,26.682470321655273,51.17034149169922,,30.741670608520508,37.04911804199219,22.659399032592773,51.495582580566406,22.112285614013672,,,20.289541244506836,22.310686111450195,35.20954895019531,,23.465621948242188,,29.448698043823242,27.164039611816406,37.78717803955078,27.638355255126953,15.967730522155762,31.436397552490234,24.053796768188477,15.335594177246094,31.026304244995117,24.637117385864258,34.09544372558594,36.54645538330078,35.647193908691406,11.62023639678955,29.464265823364258,32.19185256958008,,31.39549446105957,35.099449157714844,,36.30246353149414,,38.330604553222656,,,,,,,,,,39.296592712402344,10.694904327392578,,,19.29535484313965,21.39002799987793,55.2621955871582,25.033924102783203,,,,,25.837623596191406,,42.29560470581055,42.61114501953125,41.36751937866211,,,11.324692726135254,,10.284709930419922,,,,48.82685470581055,48.00634002685547,49.797035217285156,25.127647399902344,,
2015-04-30,20.955062866210938,20.403757095336914,,25.751571655273438,23.797428131103516,25.581623077392578,24.16425132751465,17.46958351135254,,,51.412139892578125,26.408666610717773,51.63849639892578,,30.1199951171875,37.04911804199219,22.928091049194336,51.63506317138672,22.112285614013672,,,20.195964813232422,22.230331420898438,34.956382751464844,,23.240768432617188,,29.208301544189453,27.154874801635742,37.71294021606445,27.710947036743164,15.922110557556152,31.38188362121582,24.01700782775879,15.372041702270508,31.20002555847168,24.709901809692383,33.72675323486328,36.368263244628906,35.683380126953125,11.560646057128906,29.39046287536621,32.10445022583008,,31.507780075073242,35.18826675415039,,36.22739791870117,,38.02858352661133,,,,,,,,,,39.36214065551758,11.41528606414795,,,19.483036041259766,21.154783248901367,54.700382232666016,24.7686767578125,,,,,25.585636138916016,,42.28670883178711,42.5656623840332,41.242218017578125,,,11.420148849487305,,10.429325103759766,,,,49.0738525390625,48.14070510864258,49.67399978637695,24.794702529907227,,
2015-05-01,21.0848445892334,20.455326080322266,,26.064456939697266,24.074804306030273,25.890262603759766,24.52755355834961,17.673988342285156,,,51.638668060302734,26.73546028137207,52.116031646728516,,30.327219009399414,37.37941360473633,22.919132232666016,50.82810592651367,22.23131561279297,,,20.357603073120117,22.232120513916016,35.745094299316406,,23.591535568237305,,29.34566879272461,27.50324821472168,38.10268783569336,28.128332138061523,16.058977127075195,31.83616828918457,24.265361785888672,15.526946067810059,31.504026412963867,25.0283260345459,33.74430847167969,36.368263244628906,36.10861587524414,11.586182594299316,29.63953971862793,32.23555374145508,,31.658445358276367,35.51688003540039,,36.61210250854492,,37.73543930053711,,,,,,,,,,39.858375549316406,11.51688003540039,,,19.608156204223633,21.302902221679688,55.45798110961914,25.134538650512695,,,,,25.9276180267334,,42.464569091796875,42.420101165771484,41.57337188720703,,,11.420148849487305,,10.590953826904297,,,,49.16075897216797,48.70695114135742,50.06949234008789,24.91221046447754,,
2015-05-04,21.0848445892334,20.54986572265625,,26.156755447387695,24.148231506347656,26.00577735900879,24.651611328125,17.673988342285156,,,51.656097412109375,26.93860626220703,51.947486877441406,,30.318214416503906,37.04911804199219,23.008695602416992,50.89784240722656,22.2770938873291,,,20.247007369995117,22.291044235229492,35.725616455078125,,23.708459854125977,,29.3284969329834,27.484912872314453,38.28828811645508,28.001298904418945,15.95860767364502,31.78165054321289,24.17337989807129,15.563395500183105,31.321626663208008,24.8736629486084,33.832096099853516,36.145530700683594,35.945762634277344,11.586182594299316,29.6856632232666,32.29673767089844,,31.844667434692383,35.36589813232422,,36.7059326171875,,37.82427215576172,,,,,,,,,,39.783470153808594,10.999680519104004,,,19.53666114807129,21.329036712646484,55.56012725830078,25.244295120239258,,,,,25.945619583129883,,42.4467887878418,42.793087005615234,41.50177001953125,,,11.472216606140137,,10.616473197937012,,,,49.16075897216797,48.87970733642578,50.06949234008789,25.137441635131836,,
2015-05-05,20.82528305053711,20.326406478881836,,25.602977752685547,23.66689682006836,25.386741638183594,24.049057006835938,17.673988342285156,,,51.22918701171875,26.338008880615234,51.619773864746094,,29.813657760620117,37.08686828613281,23.14303970336914,52.461936950683594,22.006990432739258,,,19.9322452545166,22.060705184936523,33.963191986083984,,23.366682052612305,,28.8133602142334,26.962350845336914,37.76862335205078,27.29355812072754,15.766997337341309,31.69988250732422,23.842235565185547,15.463164329528809,30.557262420654297,24.455158233642578,33.28783416748047,35.96733856201172,35.26719665527344,11.4414644241333,29.298219680786133,31.816017150878906,,31.18962287902832,34.69089889526367,,36.030372619628906,,37.2202262878418,,,,,,,,,,39.540035247802734,10.602546691894531,,,19.384729385375977,21.0153751373291,54.3343505859375,24.658918380737305,,,,,25.387645721435547,,41.8420524597168,42.2017707824707,40.88421630859375,,,11.498250961303711,,10.446337699890137,,,,48.502105712890625,47.200157165527344,49.25213623046875,24.755531311035156,,
2015-05-06,20.851245880126953,20.326406478881836,,26.009078979492188,23.55268096923828,25.27210235595703,24.004751205444336,17.673988342285156,,,51.38600540161133,26.276180267333984,51.610408782958984,,30.11098289489746,37.190670013427734,23.528162002563477,51.90404510498047,22.084819793701172,,,20.136417388916016,22.221406936645508,34.6545295715332,,23.218280792236328,,28.94214630126953,27.292388916015625,37.89854049682617,27.65650177001953,15.885613441467285,31.581764221191406,23.92502212524414,15.490497589111328,30.930761337280273,24.764490127563477,33.410728454589844,35.96733856201172,35.683380126953125,11.509568214416504,29.445816040039062,32.08696365356445,,31.58264923095703,35.16162109375,,36.26493835449219,,37.22909927368164,,,,,,,,,,39.61494064331055,11.461465835571289,,,19.661781311035156,21.09379005432129,54.121543884277344,24.622331619262695,,,,,25.297651290893555,,42.01992416381836,42.483787536621094,41.16166687011719,,,11.741232872009277,,10.463351249694824,,,,49.188201904296875,47.64163589477539,49.58610916137695,24.61060333251953,,
2015-05-07,20.756071090698242,20.33500099182129,,25.902938842773438,23.511892318725586,25.422893524169922,24.137666702270508,17.673988342285156,,,51.29016876220703,26.391000747680664,51.7508659362793,,30.273162841796875,37.3416633605957,23.322166442871094,52.40216064453125,21.907184600830078,,,20.221485137939453,22.12320327758789,34.21635818481445,,23.276742935180664,,28.924972534179688,27.246551513671875,37.89854049682617,27.67464828491211,15.794368743896484,31.463653564453125,23.952617645263672,15.727411270141602,30.84389305114746,24.564332962036133,33.32294464111328,36.243534088134766,35.54766845703125,11.44997787475586,29.408910751342773,31.772302627563477,,31.468481063842773,34.99287033081055,,36.45259094238281,,37.35346221923828,,,,,,,,,,39.34341049194336,11.766242027282715,,,19.706470489501953,21.154783248901367,54.3343505859375,24.741235733032227,,,,,25.39664649963379,,42.00213623046875,42.40190887451172,40.99161148071289,,,11.619742393493652,,10.412310600280762,,,,48.97780227661133,47.555259704589844,49.40153884887695,24.638023376464844,,
2015-05-08,21.370363235473633,20.79051971435547,,26.525938034057617,24.107439041137695,26.123064041137695,24.811111450195312,17.93289566040039,,,52.51862335205078,27.106420516967773,51.956851959228516,,30.930883407592773,37.8984375,23.51920509338379,49.58280944824219,22.478538513183594,,,20.672365188598633,22.605304718017578,36.67985534667969,,23.816387176513672,,29.55172348022461,27.851621627807617,38.82651138305664,28.36425018310547,16.058977127075195,31.917936325073242,24.39413833618164,15.900540351867676,31.547460556030273,25.05562400817871,34.49925994873047,37.75812911987305,36.33480453491211,11.781984329223633,30.01776123046875,32.61139678955078,,32.27513122558594,35.81884765625,,37.278289794921875,,39.076786041259766,,,,,,,,,,39.70857238769531,11.683119773864746,,,19.929895401000977,21.590423583984375,55.90061950683594,25.45466423034668,,,,,26.11661148071289,,42.90922927856445,43.52994918823242,42.011932373046875,,,11.689165115356445,,10.641993522644043,,,,49.83769989013672,49.714683532714844,50.58802795410156,25.18052864074707,,
2015-05-11,21.27518653869629,20.8334903717041,,26.143831253051758,24.050331115722656,25.93435287475586,24.633886337280273,17.9805908203125,,,52.51862335205078,26.93860626220703,52.16284942626953,,30.723651885986328,37.473777770996094,23.277387619018555,49.981300354003906,22.3503475189209,,,20.61281394958496,22.542810440063477,36.29037094116211,,23.83437728881836,,29.30274772644043,27.512414932250977,38.65019226074219,28.073890686035156,16.049854278564453,31.872509002685547,24.375743865966797,15.763859748840332,31.30426025390625,24.700801849365234,34.709938049316406,37.980873107910156,35.945762634277344,11.75644588470459,29.999305725097656,32.3841438293457,,31.872745513916016,35.36589813232422,,37.02495193481445,,39.30774688720703,,,,,,,,,,39.689842224121094,11.212101936340332,,,19.69753074645996,21.398740768432617,55.69633102416992,25.262588500976562,,,,,25.9636173248291,,42.784725189208984,43.393497467041016,41.823978424072266,,,11.593707084655762,,10.599459648132324,,,,49.297977447509766,49.503543853759766,50.39466857910156,25.118839263916016,,
2015-05-12,21.188669204711914,20.77332878112793,,26.022003173828125,23.86269760131836,25.79237937927246,24.36805534362793,17.62629508972168,,,52.283382415771484,26.629474639892578,52.106666564941406,,30.37226676940918,37.32278823852539,23.635637283325195,50.349910736083984,22.2770938873291,,,20.493717193603516,22.487457275390625,35.9398307800293,,23.663490295410156,,28.967905044555664,27.3565616607666,38.464599609375,28.055744171142578,16.08635139465332,31.89068031311035,24.38494110107422,15.772974014282227,31.278196334838867,24.609825134277344,34.42902374267578,37.97195816040039,35.82814025878906,11.688340187072754,29.925504684448242,32.36666488647461,,31.910167694091797,35.22379684448242,,36.790374755859375,,39.27220916748047,,,,,,,,,,39.736656188964844,11.359872817993164,,,19.885208129882812,21.302902221679688,55.17707443237305,24.979045867919922,,,,,25.74762725830078,,42.71357727050781,43.37530517578125,41.662872314453125,,,11.784623146057129,,10.693035125732422,,,,49.16990661621094,49.24441146850586,50.210113525390625,25.127647399902344,,
2015-05-13,21.205970764160156,20.910842895507812,,25.92601203918457,23.73216438293457,25.608078002929688,24.022470474243164,17.62629508972168,,,52.780006408691406,26.2629337310791,52.49991989135742,,31.029985427856445,37.62477111816406,23.984933853149414,49.65254592895508,22.36775016784668,,,20.714900970458984,22.59637451171875,36.6506462097168,,23.698566436767578,,29.208301544189453,27.292388916015625,39.002830505371094,28.382396697998047,16.305335998535156,32.22684860229492,24.5045223236084,16.055444717407227,31.608264923095703,24.80997657775879,34.604591369628906,38.57780075073242,36.03623962402344,11.781984329223633,30.22992515563965,32.50651550292969,,32.431400299072266,35.31260681152344,,36.9874153137207,,39.743019104003906,,,,,,,,,,40.157997131347656,11.322930335998535,,,19.938831329345703,21.512006759643555,54.6237678527832,24.640626907348633,,,,,25.585636138916016,,42.900333404541016,43.93932342529297,41.93137741088867,,,11.906113624572754,,10.92271900177002,,,,49.85782241821289,49.83945083618164,50.56166076660156,25.147235870361328,,
2015-05-14,21.482837677001953,20.988195419311523,,26.572086334228516,24.058488845825195,26.022533416748047,24.49211311340332,17.803442001342773,,,53.459564208984375,26.788455963134766,52.97745132446289,,31.57058334350586,38.03055191040039,24.181968688964844,47.99878692626953,22.73491096496582,,,21.055185317993164,22.926706314086914,38.432552337646484,,23.906330108642578,,29.663341522216797,27.99830436706543,39.81016540527344,28.981258392333984,16.551694869995117,32.82650375366211,24.927650451660156,16.383480072021484,32.077301025390625,25.3012638092041,34.938175201416016,38.81835174560547,36.796226501464844,11.935216903686523,30.65427017211914,33.07466125488281,,32.89274215698242,36.06752395629883,,37.86003112792969,,40.24935531616211,,,,,,,,,,40.850860595703125,11.729299545288086,,,20.14438819885254,21.808246612548828,55.483524322509766,25.152830123901367,,,,,25.972614288330078,,43.57621383666992,44.53974533081055,42.620540618896484,,,12.036282539367676,,10.98226547241211,,,,50.4963493347168,51.547794342041016,51.4053840637207,25.24515724182129,,
2015-05-15,21.413623809814453,21.039764404296875,,26.516708374023438,23.976905822753906,25.948461532592773,24.314889907836914,17.803373336791992,,,53.87776184082031,26.594144821166992,53.333255767822266,,31.50751304626465,38.719444274902344,24.181968688964844,48.098411560058594,22.70377540588379,,,21.11473846435547,22.96241569519043,38.354644775390625,,24.014257431030273,,29.809293746948242,27.924962997436523,40.023597717285156,29.126432418823242,16.6794376373291,32.63570785522461,25.111614227294922,16.4199275970459,32.01650619506836,25.355854034423828,34.83283615112305,39.07672882080078,36.8233642578125,11.909677505493164,30.801868438720703,32.92606735229492,,32.948890686035156,36.05863952636719,,37.935096740722656,,40.48031234741211,,,,,,,,,,40.64487075805664,11.47070026397705,,,20.224822998046875,21.843095779418945,55.27070999145508,24.95160484313965,,,,,25.90962028503418,,43.63401794433594,44.830848693847656,42.557884216308594,,,12.044960975646973,,10.948238372802734,,,,50.7982292175293,51.39423370361328,51.34385681152344,25.25788688659668,,
2015-05-18,21.413623809814453,20.85068130493164,,26.535167694091797,24.099279403686523,26.084260940551758,24.633886337280273,17.803373336791992,,,53.40729904174805,26.912109375,53.0523567199707,,31.138113021850586,38.44578170776367,23.841630935668945,48.656307220458984,22.588407516479492,,,20.868030548095703,22.792789459228516,37.6535758972168,,24.104198455810547,,29.680509567260742,27.924962997436523,39.68024826049805,28.83608055114746,16.524322509765625,32.51759338378906,24.82646369934082,16.009885787963867,31.643007278442383,25.11020851135254,34.639713287353516,38.782718658447266,36.551944732666016,11.824549674987793,30.55280113220215,32.72503662109375,,32.53714370727539,35.845489501953125,,37.84126663208008,,40.284889221191406,,,,,,,,,,40.27035140991211,11.51688003540039,,,19.974584579467773,21.764678955078125,55.585670471191406,25.290027618408203,,,,,26.035612106323242,,43.28273391723633,44.430572509765625,42.32518768310547,,,11.88875675201416,,10.820636749267578,,,,50.45061111450195,50.45368576049805,51.036251068115234,25.394004821777344,,
2015-05-19,21.318450927734375,20.82489585876465,,26.599773406982422,24.319549560546875,26.490781784057617,25.059221267700195,17.817068099975586,,,53.084930419921875,27.327228546142578,52.79954528808594,,31.00295639038086,38.35140609741211,23.116172790527344,49.03487777709961,22.515161514282227,,,20.774450302124023,22.712440490722656,37.27382278442383,,24.23101806640625,,29.414356231689453,27.99830436706543,39.55033493041992,28.799781799316406,16.460453033447266,32.31770706176758,24.872459411621094,15.745635986328125,31.443225860595703,25.15570068359375,34.3763542175293,38.8450813293457,36.570037841796875,11.77347183227539,30.460554122924805,32.57644271850586,,32.64008331298828,35.916542053222656,,38.0289192199707,,40.22270202636719,,,,,,,,,,40.14863204956055,11.581527709960938,,,19.795839309692383,21.668840408325195,56.41987609863281,25.710763931274414,,,,,26.413593292236328,,43.20270538330078,44.23953628540039,42.18198013305664,,,11.558995246887207,,10.641993522644043,,,21.907142639160156,50.25210189819336,50.31932067871094,50.860477447509766,25.313703536987305,,
2015-05-20,21.318450927734375,20.876466751098633,,26.553627014160156,24.392974853515625,26.576316833496094,25.112388610839844,17.816999435424805,,,53.2069091796875,27.415550231933594,52.70591735839844,,31.381376266479492,38.38916015625,23.08034896850586,48.63637924194336,22.584747314453125,,,20.953100204467773,22.686548233032227,37.63410186767578,,24.32905387878418,,29.543142318725586,27.961637496948242,39.52249526977539,28.799781799316406,16.433080673217773,32.46307373046875,24.946043014526367,15.772974014282227,31.530086517333984,25.210285186767578,34.587039947509766,38.907447814941406,36.66051483154297,11.77347183227539,30.525129318237305,32.73377227783203,,32.65879440307617,36.02311325073242,,37.87879180908203,,40.31153869628906,,,,,,,,,,40.204811096191406,11.59999942779541,,,19.760093688964844,21.694976806640625,56.63268280029297,25.79308319091797,,,,,26.59358024597168,,43.371665954589844,44.521549224853516,42.307289123535156,,,11.506928443908691,,10.57394027709961,,,21.902841567993164,50.11213684082031,50.818389892578125,51.036251068115234,25.294118881225586,,
2015-05-21,21.46552848815918,21.074140548706055,,26.590545654296875,24.466398239135742,26.63098907470703,25.16555404663086,17.816999435424805,,,53.45085525512695,27.433218002319336,52.78082275390625,,31.57058334350586,38.19097900390625,23.16095542907715,48.10837173461914,22.73491096496582,,,20.99563980102539,22.864213943481445,38.26701354980469,,24.363229751586914,,29.75777816772461,28.034976959228516,39.568885803222656,28.890520095825195,16.524322509765625,32.62662124633789,24.973636627197266,15.75475025177002,31.660381317138672,25.292165756225586,34.938175201416016,39.05891036987305,36.76908493041992,11.833060264587402,30.700395584106445,33.01348114013672,,32.78792953491211,36.15633773803711,,37.87879180908203,,40.56026840209961,,,,,,,,,,40.32653045654297,11.627705574035645,,,19.724340438842773,21.799531936645508,56.81143569946289,25.83881378173828,,,,,26.638580322265625,,43.62067794799805,44.439674377441406,42.54894256591797,,,11.611064910888672,,10.582447052001953,,,21.993154525756836,50.231056213378906,51.307857513427734,51.32627868652344,25.40184211730957,,
