,ADRD,ADRU,DAX,DBEU,DBEZ,DBGR,DBUK,DDEZ,DEZU,DFE,DXGE,EDEN,EDOM,EFNL,EIRL,ENOR,EPV,EUDG,EUDV,EUFN,EUMV,EURL,EURZ,EUSC,EWD,EWG,EWGS,EWI,EWK,EWL,EWN,EWO,EWP,EWQ,EWU,EWUS,EZU,FDD,FEP,FEU,FEUZ,FEZ,FGM,FIEE,FKU,FSZ,GREK,GRMY,GSEU,GVAL,GXF,HEDJ,HEWG,HEWI,HEWL,HEWP,HEWU,HEZU,HFXE,IEUR,IEUS,IEV,JPEH,JPEU,NORW,OEUR,PGAL,RFEU,SCID,SMEZ,UPV,VGK,WBIA
2016-05-06,-0.028204091753009863,-0.029382508996583012,-0.02155421080106601,-0.017077043130908187,-0.01758598504290254,-0.013961588746683073,-0.02240134888376244,-0.034221868030115954,0.0,-0.011178948576940573,-0.007375749123605613,-0.0137990858429905,-0.018196859235895535,-0.01400131663980586,-0.01700415847074943,-0.032379122882513545,0.05038830399327221,-0.017418685595311678,-0.01800659491656187,-0.04777075605407122,-0.013389127417017033,-0.07518164206839684,0.0,-0.007844722242501434,-0.040026398733518986,-0.019062104600915397,-0.010693859865407496,-0.044846449031024194,-0.01004462921143423,-0.02744201053201678,-0.014563176791198451,-0.038177275209409944,-0.039181590737082495,-0.021010146546846964,-0.029429754589838875,-0.019311025115714586,-0.02296567966349583,-0.023790500348259358,-0.016254558997004676,-0.02848906909951021,-0.012632821321472254,-0.025513265465314405,-0.021786012739396843,-0.0533333134845021,-0.019695428331606646,-0.019155350879911603,0.034394935497790824,0.0,-0.022346437905278793,-0.02744679196235722,-0.036557166911342476,-0.013371485563241747,-0.014579769130593667,-0.042960600956164496,-0.004605641800506932,-0.03544588747018962,-0.020645178676788167,-0.01853348811944089,-0.034680090297652066,-0.026179085880197128,-0.0087545872954361,-0.027536606534571795,0.0,-0.02068317369265249,-0.03499074880565123,-0.024873525047568346,0.000971792570933161,-0.04012233356881367,-0.016434920047232127,-0.01257984956233138,-0.05548518165278349,-0.024468569041582455,0.005760071759778551
2016-05-13,-0.009673892205448342,-0.006157137931844359,-0.01366452775128879,-0.0036364448018928464,-0.005695621139422236,-0.001770045239120055,0.0032081678241411282,0.0,-0.03375717598421246,-0.01307193873267598,-0.0015643445821207358,0.008678682775702384,-0.015164477246113028,-0.03250235068928331,-0.010430020282335861,-0.0043649070314984995,0.01925722191084822,0.0077272799027579,-0.009129449553488045,-0.018952131237372938,-0.006785281441187729,-0.033256331021394026,0.0,-0.006658456800246015,-0.015506487372544897,-0.010882149767983296,0.001921654815974172,-0.023064438304789214,0.0011272530922123991,0.006382284895465773,-0.013957245072648394,-0.033290656137614616,-0.020931144927216594,-0.012794075497261193,-0.012002473670447489,-0.010644030168154073,-0.014799772233672237,-0.01056042909287458,-0.012736657475417412,-0.0036243212875296527,0.0015516752526840705,-0.013240751055445865,-0.016772017375671355,-0.00712815023747837,-0.015537116544543594,-0.002753966012915776,0.017241426836263507,0.0,-0.008380885970951879,-0.00745467422886259,-0.009606134588653004,-0.005033927892977297,-0.0026109257860503776,-0.011195135109391963,0.0,-0.010977667371597222,-0.0026351431724289665,-0.006568091147390764,0.004999504904392715,-0.008961120245341125,-0.015235246025342541,-0.009948913563624373,-0.005116100607960528,-0.0067049473983810115,-0.006679428644862151,0.0030261471318930866,-0.03495150546723791,-0.0013935129187911954,-0.000985505551037602,-0.020258925575317166,-0.012875578121070208,-0.011101947758148434,-0.010468234732388448
2016-05-20,0.016966628721281296,0.011357872492443466,-0.007556730072481588,0.012976529947116733,0.013911578050867401,0.0031028221550233326,-0.005025027734666954,0.0,0.003497855433770347,0.015034856009391806,0.007833977951567705,0.005794484994538385,0.005988133500125725,0.015329396458444666,0.01465296228441959,-0.0009740748181071845,-0.017543836984757477,-0.020974262834143054,0.01557578852818109,0.02784088876498325,0.0072585965207139225,0.027233622872316676,0.0,0.014662837156252717,0.012950638468998577,-0.005501057425929212,0.009350245602276708,-0.0016861604852186352,0.0011264450087302702,0.0033377116999584455,0.007077530785809083,-0.0026489490757710676,0.009583380826870158,0.005852862482376819,0.019820922445303646,0.0365788046041815,0.0023565719507654403,0.005747117291582837,0.012203653388802582,0.006283026257642099,-0.013059255702817074,0.00304959194022425,0.009787528739909401,0.008909253298668984,0.03564632289740732,-0.00025116237257649665,0.05084747224073882,0.0,0.004571512958914337,-0.011266220419934747,0.007759528470531629,0.00992414862042268,0.0039266855414787916,0.009134143806172501,0.0,0.019556270661927222,0.0,0.011570131868926303,0.007635424279742731,0.010019459377718754,0.015695068917565447,0.00901826400881145,0.0,-0.0017866773602374098,0.004803175089437506,0.0018217843664198874,0.0,0.004046564988660073,-0.009735298582620788,0.01087184581217926,0.022282555689377537,0.010394901508686605,0.004743958610439636
2016-05-27,0.029827895845831565,0.026544155403204872,0.03214887709897041,0.031225053735902453,0.037126746282664325,0.036235160335646555,0.027547916446150067,0.03309093769807281,0.03398712052126185,0.029095386941069057,0.03381250834570948,0.020076857678886117,0.024659885872096332,0.030838545019665986,0.03749684813522847,0.02389072776281953,-0.0604395416547332,0.03386314838749516,0.021575050707904886,0.04919839519417568,0.020347659113096217,0.08697687461973502,0.0,0.029727417024284497,0.026606800310104983,0.027261950967753634,0.021852706388922227,0.03462827493584952,0.024746650782890844,0.025948132523762935,0.03431161307455821,0.027888249733792003,0.02701717326853137,0.028678351289975756,0.028840134652661664,0.030358027245428243,0.03026720796320692,0.026122357421720865,0.02411283041633472,0.032862264823908305,0.015154544769869549,0.03618129586681751,0.021046759724661968,0.06953018392309174,0.033893797831090255,0.011300893283247682,-0.020737324488202424,0.0,0.03177946275763799,0.01844836392508875,0.0279113507708737,0.036994204829596145,0.03563672277312446,0.03902423337753014,0.0,0.03680661139559138,0.028225581325123983,0.03921587929126291,0.02835808180032484,0.027824863157903668,0.029139016246429783,0.029366678922640777,0.0,0.0342084117489696,0.02007649760918384,0.02510822604450591,0.015090700192728068,0.033887232508186926,0.030749276934029846,0.017714097165785425,0.04997354949319366,0.02818940863846331,0.02847036886165344
2016-06-03,-0.008836560054672482,-0.003978136664171239,-0.0036885517280128566,-0.013586942187851947,-0.01828799367000189,-0.01705754974809426,-0.006702299541044177,0.0,0.0,0.01096647252242966,-0.01729312509752101,0.013520549466908838,0.0024896591641065946,0.018697292394340703,-0.003174604406607995,0.00904768847164461,0.0005481937456925934,0.007754199831214947,-0.008905563796663185,-0.021601653139300292,0.004985428645634116,0.0017115715311173396,0.0,-0.0036086410726894336,0.003702450525970624,0.004615425512754401,0.016503972012504864,-0.01632648347366006,0.028540166157355218,0.0029183780416999205,0.00799360732838772,0.0025840568132660113,-0.011375630536469505,0.0044444828052965235,-0.008531335124551065,-0.01007299253227234,0.0022819629291577215,-0.003977657616664021,0.007736293993469756,-0.005408699299237596,0.016884956313519606,-0.0046949354857601655,0.012205068475513947,-0.009939862635427121,-0.01956803346130853,0.01688602424264496,0.017646926807927343,0.0,-0.005559749712815032,0.0010655207074041773,0.005617929979004899,-0.015235929297118145,-0.017624913530033037,-0.0333853606477863,0.03317332830982633,-0.031000254790162107,-0.013746775747302431,-0.018868013890437796,-0.007368729797434526,-0.0014123782205177626,0.004719010505654486,-0.001240368173528461,0.0,-0.00951921057556726,0.006560388759074165,-0.0042230974128154575,-0.0009911613294791843,-0.009408617085621018,0.007983159328318168,0.013675841141945977,-0.007594910724555093,0.0008003909725273761,0.002616622308951877
2016-06-10,-0.025755137550795282,-0.026460391978475828,-0.0351295168433744,-0.027154742178189695,-0.0289337351367982,-0.02819963321724639,-0.012595518791638338,0.0,0.007585151114220645,-0.03372875494174643,-0.025248684851069125,-0.04559285329723395,-0.03932129475108048,-0.02018964686584268,-0.031847048827229885,-0.027371357639750404,0.07287681518536115,-0.032899997244692614,-0.029011695088658973,-0.05654273024127554,-0.035923922657560725,-0.11106373236796718,0.0,-0.023742533331492344,-0.0446009713768708,-0.03713636062585479,-0.03498746136377462,-0.033195009642429496,-0.026680907789639496,-0.02295514032546675,-0.043616108852503555,-0.024484537281593277,-0.04854379898322703,-0.037409544212391066,-0.03933624899816024,-0.04273733423182091,-0.03813323660415169,-0.032747651025528124,-0.032710262693662395,-0.034229136320609976,-0.029795298814082383,-0.038915263826971414,-0.036441577146000936,-0.07011580853636035,-0.036806613616146455,-0.019047763463734158,-0.06936412241690537,0.0,-0.029817206206275593,-0.008515204129123988,-0.03724389844211429,-0.027924609963000058,-0.027338731041718134,-0.026443532441793538,-0.0004224171038025304,-0.04282752170205739,0.006686897990128227,-0.029847786053871617,-0.023787991403985242,-0.03371053965288939,-0.03949608169126828,-0.036512567033020416,0.0,0.025725726447646924,-0.022346345033087744,-0.023324791403676937,-0.013888961336270045,-0.03062624980747697,0.0075031810412586886,-0.040065365945822995,-0.061224582914316095,-0.037392353947120927,0.002747253968594432
2016-06-17,-0.009367045965974152,-0.014008433435830692,-0.005329165900956667,-0.0113269037099194,-0.012653184096796277,-0.011160622060985559,-0.032801835395443346,0.0,-0.07988282296664195,-0.031222784346752297,-0.010988927165979878,-0.03556257068641966,-0.014217830021044486,-0.009053999729830564,-0.029352336104067955,-0.022319267224245487,0.010725127284617386,-0.011888440525617106,-0.01850887479405583,-0.0011415566845407454,-0.011191685049380284,-0.02450747652220664,0.0,-0.02225874208208356,-0.0073710288227526455,-0.008747402955944894,-0.016113730394069492,0.0008583665694033016,-0.024670962341762248,-0.007610832317262006,-0.027777707407934837,-0.011889050607908791,-0.002645353253602045,-0.01211859698160822,-0.0019194382925006304,-0.004783300724364503,-0.008579948390404768,-0.005780515912734541,-0.013802714568789454,-0.006793217355962833,-0.016954570220541476,-0.008315910451135555,-0.007508491306263632,-0.02011317012872449,-0.007535045684980091,-0.014438600689472891,-0.059627305407021436,0.0,-0.022282038012406913,-0.011808919231305226,-0.019342230263529325,-0.013004682961616942,-0.010101109167686362,-0.005377143001179974,-0.04860523782591242,-0.010404101205072402,-0.040415826146596334,-0.010530660350043575,-0.02068071606593802,-0.009514476890943202,-0.018004050516253756,-0.0067028916205656985,0.0,-0.06795394811213573,-0.025714320863015283,-0.015390866266144165,-0.020120753669229496,-0.011597734454080522,-0.07157630950757099,-0.02313817019388975,-0.03179333940556295,-0.007008039078330697,-0.01118714568001744
2016-06-24,-0.018229274453942068,-0.025857490970310648,-0.034378494211479094,-0.02022032167347132,-0.03491817766129934,-0.018845613283888896,0.03039854428444233,0.00863175832876295,-0.022727394644750376,-0.06263379769271804,-0.020341159516418572,-0.018975134628823165,-0.06401963925563181,-0.05287587435500585,-0.05062376698668736,-0.033596100456663947,0.06434221789270933,-0.035244463389268454,0.0037522589929697148,-0.07674489969289022,-0.03480146121368677,-0.17684729097313356,-0.23608620685555137,-0.0382070840008617,-0.04752017550138454,-0.034781217133847964,-0.021263354697719672,-0.09997447539168125,-0.03775202846883341,-0.030928645732296034,-0.035708612124557226,-0.05731141680166629,-0.1053961275032298,-0.049734779816156705,-0.05454630316223008,-0.07831225995103697,-0.0549360333351383,-0.04425127227572501,-0.059111323997872556,-0.040462361407820224,-0.038309562327826896,-0.057460314384985445,-0.02866028776144125,-0.055891246351140844,-0.10087717758264547,-0.0367813003734051,-0.08454428496885125,-0.24161378472172867,-0.027678463055977987,-0.04725702357182171,-0.03550317764058597,-0.032536561674175624,-0.020851756845184255,-0.0759626143682316,0.0,-0.08209403316391517,0.021261279881436446,-0.03798004263856969,-0.015250872240389901,-0.04774719044368292,-0.057171699204646376,-0.047237727958049924,-0.0031644820821516984,-0.014216001788368016,-0.03323545192150046,-0.025732445834559248,-0.06673496430954218,-0.03197419917951749,-0.016042896487850178,-0.050255039481637453,-0.0637104351841099,-0.05099212829360322,-0.014777253019948033
2016-07-01,0.03978784784786327,0.052004232423984,0.026997010846017355,0.058214852434000486,0.038811488637228386,0.026603440309751702,0.07861480985860347,0.0,0.04325595140950389,0.016481396585010355,0.02558724885478414,0.055030273041736244,0.003717854445725033,0.08143102025963977,-0.0013835273839039042,0.06289324232726701,-0.10207304011646667,0.05114456572820969,0.03189172513332128,0.0032113566071860777,0.059201435530295665,0.1208858581179042,0.06404249169338283,0.025299587972824833,0.06020843106864926,0.026819978722679272,0.012500043719025022,0.04541058769861572,0.04475865879406915,0.0529847951189486,0.036787918851196366,0.02310469530611292,0.08041488354999271,0.045205455402963945,0.05490725530653995,-0.002936196986781936,0.04498388996086078,0.05929898102626141,0.04152504212039587,0.0566973246509197,0.020962124043555797,0.04883794022572774,0.023663445782637016,0.0974117503446692,0.009726260020259891,0.040385158304441005,0.015872986743846296,0.04423201364854723,0.03670615694560908,0.05433693726948996,0.057771093619260805,0.049200799513618776,0.027186178451592546,0.052352272501690056,0.024433639072877877,0.07810074194929761,0.08494717029150212,0.04121493137979759,0.03750754879006113,0.049219254647167476,0.023216035548598635,0.05352674633248977,0.0,0.04037913663547088,0.06673407623026018,0.0655739790305514,0.040703976904299166,0.04789149811100191,0.019474681388339077,0.02209047381025986,0.05005986485757141,0.05035973561287421,0.015701920366504973
2016-07-08,-0.015306290118819899,-0.017507624029856617,-0.02020431261983957,-0.007334975791239318,-0.013899008086042719,-0.012957064763756687,-0.008676722760161959,-0.08359751490489598,-0.024126463879784454,-0.029107007167766263,-0.015132939527094047,-0.02079218656263615,-0.0393200089297957,-0.02047885398824223,-0.02355211414609315,-0.02218930232911931,0.042826927893016675,-0.02048164984527201,-0.017286202762280878,-0.037772063400300815,-0.01880413110859913,-0.06940741922913707,0.0,-0.014285684529399156,-0.025482293534065947,-0.019485872041374752,-0.022222279246289944,-0.02495375396264221,-0.024239107411711314,-0.01710836946899852,-0.014279512520125937,-0.022582923734114968,-0.012404772456575563,-0.023591004227567103,-0.026024649442469405,-0.04593620778410934,-0.02043978749907005,-0.03223073792651354,-0.030445688798909187,-0.017437950853982143,-0.020397182060045704,-0.020873525378877877,-0.02397267112315249,-0.036963958962232146,-0.041240074779506974,-0.02879184385064515,-0.022727264516074097,-0.014310347884627372,-0.01599636854536146,-0.015951783440039113,-0.02223311650870563,-0.012465500395185014,-0.012099843660458132,-0.01645123549530647,0.00806260468084341,-0.006379908274527724,-0.00472763178791491,-0.01213275056706331,-0.015743514689684157,-0.024438793142810833,-0.028182380209527347,-0.02222805688444618,-0.003293720441011061,-0.03366341068010881,-0.019905327707496978,-0.018803472466018323,-0.014799118602340955,-0.0171892102322454,-0.028076401322312705,-0.04660740757567683,-0.04596069067550401,-0.022688454604038122,0.0161513382129006
