Date,VGK,EZU,HEDJ,IEUR,FEZ,EWG,IEV,EWU,HEZU,EWP,EWL,DBEU,DFE,EUFN,FEP,EWQ,FDD,GREK,EWI,EWD,HEWG,FEU,IEUS,FSZ,GVAL,FGM,EWN,EUSC,NORW,EWO,EDEN,EIRL,FEUZ,DXGE,EWUS,EWK,EURL,ADRD,EUDG,EWGS,WBIA,DBEZ,ENOR,EUMV,EFNL,OEUR,PGAL,GXF,DBGR,SMEZ,EPV,HEWU,DAX,ADRU,HEWP,EUDV,HFXE,ZGBR,FKU,ZDEU,UPV,HEWL,EDOM,DBUK,GRMY,HEWI,EURZ
2017-11-01,56.261215,42.262562,62.828224,47.160664000000004,39.975441,32.023933,45.339447,32.861721,29.190531,31.950359000000002,34.131012,27.270756,65.782333,21.841881,37.253025,30.491422999999998,13.064897,8.716414,29.615913,32.41721,28.309085999999997,34.049988,53.406326,50.735088,23.626337,49.716266999999995,30.708455999999998,30.378902000000004,12.082496,23.036623000000002,64.654152,45.428917,42.61311,31.513029,40.655246999999996,20.328201,35.797470000000004,22.126263,25.892979,60.652988,25.144882,29.852278000000002,24.311111,24.311945,37.937374,24.296614,11.272311,21.62632,27.847982000000002,61.03075,31.943872,22.143051,30.479095,21.47336,21.634649,40.060177,19.275791,,36.297531,,54.34409,25.177416,28.833247999999998,20.162868,23.634273999999998,16.244345000000003,23.612741
2017-12-01,56.818352000000004,41.933899,62.02985,48.031883,39.31868,32.170071,45.551495,33.612415000000006,28.775453999999996,31.124059999999997,34.716454,27.251580999999998,67.445534,21.907669,38.091705,30.355296999999997,13.074419,9.825080999999999,29.071534999999997,32.057860999999995,27.939034000000003,34.269413,55.707820999999996,51.715668,24.407843,50.335632000000004,30.903242,30.486734000000002,12.184498,23.621405,65.822762,47.056633000000005,43.044537,31.396027,41.638687,20.270342000000003,37.163788000000004,22.392733,26.222708,62.17221800000001,24.849237,29.540812,25.009039,24.371569,38.014526000000004,24.450502,11.022022,21.13291,27.701925,61.980118000000004,30.925660999999998,22.790569,30.644005,21.796988,20.963297,40.638168,19.476881,,38.204395,,56.343662,24.684278,29.076094,20.218569,23.888828,15.847911999999999,23.551506
2018-01-01,60.338043000000006,45.069,64.386024,51.291782,42.181545,34.194489000000004,48.372326,35.527454,30.012581,34.418746999999996,36.267857,27.911123,70.867462,23.965506,40.754173,32.505424,13.929756,11.012503,32.439144,34.404078999999996,28.774559000000004,36.180797999999996,59.52248,54.814293000000006,26.753621999999996,53.157177000000004,32.8806,31.486618,13.331776999999999,25.845449,68.48236800000001,48.45462,46.309643,32.1273,43.969452000000004,22.257153,43.685219000000004,23.622625,27.38376,66.763275,25.662769,30.751248999999998,26.689634,25.601509,40.472557,25.606361,12.103634,23.101315,28.270453999999997,66.490211,27.741257,22.859804,32.176689,23.068886,22.488018,42.332134,20.158119,,40.22625,,62.39044200000001,25.696908999999998,31.432302000000004,20.790924,25.376984,17.194643,25.241068
2018-02-01,56.629692000000006,42.369907,61.652007999999995,48.234207,39.284836,31.674587,45.38422,33.146846999999994,28.752363,31.751074,34.072468,26.836871999999996,67.584259,22.640923,38.639107,30.847478999999996,13.270529999999999,10.016691,30.451310999999997,32.398289,27.212845,33.536926,56.584301,52.029449,25.433165,49.283695,31.156744,30.61417,13.035938999999999,24.347862,67.028633,45.521267,43.701473,30.694002,41.409256,21.319597,35.50465,22.207179999999997,25.638676,63.41833100000001,24.436491,29.588058,26.172051999999997,24.327271,40.976044,23.796671,11.511349000000001,22.155645,26.894026,63.31522,31.055433,22.049419,29.644848,21.691071,21.227997,40.51804,19.107584,,38.673927,,54.459454,23.941103,29.970074,20.108782,23.653856,16.597476999999998,24.160560999999998
2018-03-01,56.156490000000005,42.088347999999996,61.241905,48.069721,39.013573,31.293671000000003,45.238701,33.223331,28.442156,31.422447,33.535816,26.565890999999997,67.113861,21.855632999999997,38.825157,30.623169,13.222759,9.469971000000001,30.873848,31.978027,26.744331,33.182487,56.311890000000005,51.421490000000006,25.165245000000002,49.136227000000005,31.313457,30.075015999999998,13.131371,24.502453,67.47065,46.143494,44.074073999999996,30.279615000000003,41.923233,20.850821,34.681698,21.834192,25.747746,62.526337,24.030701,29.197069,26.474790999999996,24.72316,40.608109000000006,23.825267999999998,11.711962,21.78896,26.210695,62.431664000000005,31.175221999999998,21.670473,29.334431,21.279636,20.814401999999998,40.253281,18.879795,,37.974426,,54.007626,24.524803,29.291317,19.196054,23.433569,16.465721,23.430487
2018-04-01,57.643791,43.039829,63.541138000000004,49.056656,40.378094,31.703885999999997,46.179756,34.657433000000005,29.615129,32.147358000000004,33.213829,27.775633000000003,68.059135,22.215164,39.448151,31.871503999999998,13.793892999999999,10.416967999999999,32.23748,31.376289,27.603275,34.113440999999995,57.469646,51.009651,24.906895000000002,49.914875,31.470173,31.024908,13.598985,24.357523,65.732063,46.449669,44.413315000000004,31.103516,43.300308,20.323446,36.699894,22.441017000000002,25.84046,62.875378000000005,23.792793,30.370034999999998,27.363468,25.022753,42.176666,24.102341,11.960339999999999,21.451220000000003,27.138075,62.436516000000005,29.837571999999998,23.089844,29.761257,21.901937,21.696417,41.018246000000005,19.524509,,39.882221,,56.651291,24.910797,29.595171,20.983076,23.291607,17.711241,24.214098
2018-05-01,56.246368000000004,41.496101,63.805122,47.914906,38.446545,30.902988,44.957352,34.447098,29.54727,29.489355,32.462517,27.862734000000003,66.41532099999999,20.31344,39.065731,31.03278,13.208754999999998,8.8842,29.087677000000003,30.95603,27.847292,33.081165000000006,56.82753,50.744892,23.385498000000002,48.794078999999996,30.706191999999998,30.61417,13.589441,22.937233,64.848045,47.862021999999996,43.040417,31.037214000000002,43.164539000000005,19.69841,33.731377,21.949823000000002,25.684265,61.993083999999996,24.553114,30.272287,27.256046,24.521811,41.67318,23.411524,11.969892,21.094182999999997,27.27474,59.357655,31.28503,23.769464000000003,28.820303000000003,21.381611,20.62492,41.194965,19.350786,52.289078,40.629768,61.307163,53.411602,24.251781,28.132006,21.45385,22.823622,16.512165,23.036248999999998
2018-06-01,54.47047,39.816452000000005,61.732383999999996,46.037788,37.20414,29.281654,43.375984,33.25201,29.140123,29.334709000000004,31.789265000000004,27.165922,62.733601,19.140238,37.643909,29.764941999999998,12.652394000000001,8.913488000000001,27.743247999999998,29.141268,27.095717999999998,32.251484000000005,54.696861,49.283833,22.696562,45.294037,29.883440000000004,29.437834000000002,13.656244000000001,21.88409,62.755852000000004,46.745968,40.971256,29.026699,41.496536,19.219867999999998,31.909119,21.554935,24.971626,58.415440000000004,24.067022,29.412113,26.924011,23.977098,39.514,23.331120000000002,12.12274,20.939789,26.005695000000003,57.576946,31.953853999999996,23.645374,27.850247999999997,20.822741,20.968298,40.959343,18.723454999999998,50.739994,39.290009000000005,58.001438,51.017883000000005,24.798765,25.98167,20.723669,21.793661,16.303632999999998,22.281837
2018-07-01,57.440029,42.339890000000004,65.589996,48.842056,39.703148,31.309998999999998,46.014824,34.360752000000005,29.508492999999998,30.982019,34.700001,28.686660999999997,65.315331,20.791969,39.425289,31.574257,13.387383999999999,9.08922,29.489221999999998,32.310352,27.652078999999997,34.332569,56.393528,51.610001000000004,23.752329,48.580185,31.567657,30.780001000000002,13.866192999999999,23.489239,67.608292,46.913818,43.419472,31.103001000000003,42.581154,20.272434,35.172379,22.627838,26.280956,62.428436,24.572224,31.036825,27.930623999999998,25.123381,40.940815,24.393061,12.371118,21.933704000000002,27.751241999999998,59.854153000000004,29.857538,23.548014000000002,29.368212,22.00967,21.401131,42.952686,19.796221,51.900172999999995,39.142406,62.30175799999999,54.959343000000004,25.641365,28.189703,21.583115,23.023851,16.417376,23.547178
2018-08-01,55.816978000000006,40.997189,63.82,47.671356,37.995911,30.23,44.585239,32.853615000000005,29.579242999999998,29.166473,34.77,28.104840999999997,63.617290000000004,19.601326,38.471451,30.877474,12.972118,8.513211,26.754532,31.85063,27.65,32.947083,55.770775,52.25,22.83357,48.410671,30.890924,30.32,13.675329999999999,22.502295999999998,67.339325,46.016804,42.34021,30.274,41.616085,19.44722,31.955209999999997,21.750412,25.841223,62.240871,25.080709,30.240090999999996,27.413757,24.845774,41.630657,23.893166,11.855255999999999,21.808258,27.112133,59.558082999999996,31.504644,23.379013,27.925323,21.082848000000002,20.731865,42.615021,19.304266000000002,50.012169,37.853725,61.062511,51.373577000000004,26.113152,27.177639000000003,21.436224,23.023851,15.4467,22.999571
2018-09-01,55.63884,40.788321999999994,63.220001,47.582066,37.985989000000004,29.74,44.744083,33.391876,29.499676,29.058525,34.689999,28.17387,62.491837,19.955568,37.974663,31.245771,12.962232,8.093409,27.307394,32.800053000000005,27.23,33.015862,54.7724,50.66,22.843243,46.187073,30.045008000000003,30.299999,14.52467,22.581251,64.321014,44.920456,41.517815,29.9,41.074467,19.059469,31.384583000000003,21.779659,25.512415,59.052322,24.208733,30.091078000000003,29.043871000000003,24.964748,41.470692,23.807684,11.616431,22.059151,26.722677,58.669895,31.474696999999995,23.604189,27.964584000000002,21.599918,20.692785,41.482861,19.353460000000002,51.513214000000005,37.893074,61.602745,51.075565000000005,26.172939000000003,26.767878000000003,21.406847,23.023851,15.884973,23.248484
2018-10-01,51.443596,37.167999,59.700001,43.831852000000005,34.921246000000004,27.25,41.289249,31.131173999999998,27.699459,27.174284000000004,33.099998,26.763696999999997,57.494556,18.174522,33.794346000000004,28.279465000000002,12.38303,7.527163000000001,24.730665,29.342154999999998,25.690001000000002,31.114132,49.226952000000004,46.529999,21.753813,41.34,27.646582000000002,28.16,13.179086999999999,20.90345,57.72654300000001,41.073260999999995,37.121899,28.455,37.027088,17.319558999999998,24.389495999999998,20.609797,23.442028,53.17868000000001,22.164253,28.412176000000002,26.429726000000002,23.499384,37.261639,22.504901999999998,10.613368,20.023069,25.304657000000002,53.567733999999994,36.935103999999995,22.615377,25.324194,19.995898999999998,19.639582,37.891193,18.074382999999997,47.453564,34.822165999999996,55.266723999999996,43.163803,25.083244,23.879939999999998,19.996696,20.434542,14.833117000000001,20.371046
2018-11-01,51.095871,37.038703999999996,59.860001000000004,43.56398,34.861622,26.84,41.219753000000004,30.759283,27.709406,27.969196000000004,33.209998999999996,26.724253000000004,56.431316,18.135164000000003,32.665867,27.950981,12.522389,7.331906,25.066329999999997,29.142277000000004,25.43,31.212875,47.70467,45.240002000000004,21.84153,40.349998,28.293459000000002,28.120001000000002,12.482436,20.390238,58.194729,39.41877,36.122654,28.129998999999998,35.589335999999996,17.597946,23.613646,20.560682,23.210567,51.836132,22.043612,28.173752,25.048103,23.636204,35.841957,22.72942,10.412755,20.109917000000003,24.865271,53.351612,37.184666,22.331460999999997,25.068991,19.88776,20.546235999999997,38.495174,18.015347,47.058807,33.513359,54.512791,42.856178,25.680164,23.607197,20.359028,19.654751,14.998687,20.689657
