,Date,Value
1078,2018-04-27,0.58
1079,2018-04-30,0.52
1080,2018-05-01,0.53
1081,2018-05-02,0.55
1082,2018-05-03,0.56
1083,2018-05-04,0.57
1084,2018-05-07,0
1085,2018-05-08,0.51
1086,2018-05-09,0.51
1087,2018-05-10,0.49
1088,2018-05-11,0.46
1089,2018-05-14,0.43
1090,2018-05-15,0.43
1091,2018-05-16,0.45
1092,2018-05-17,0.45
1093,2018-05-18,0.46
1094,2018-05-21,0.43
1095,2018-05-22,0.43
1096,2018-05-23,0.45
1097,2018-05-24,0.45
1098,2018-05-25,0.46
1099,2018-05-28,0
1100,2018-05-29,0.41
1101,2018-05-30,0.4
1102,2018-05-31,0.43
1103,2018-06-01,0.44
1104,2018-06-04,0.4
1105,2018-06-05,0.41
1106,2018-06-06,0.41
1107,2018-06-07,0.43
1108,2018-06-08,0.44
1109,2018-06-11,0.42
1110,2018-06-12,0.45
1111,2018-06-13,0.44
1112,2018-06-14,0.43
1113,2018-06-15,0.43
1114,2018-06-18,0.41
1115,2018-06-19,0.42
1116,2018-06-20,0.43
1117,2018-06-21,0.44
1118,2018-06-22,0.45
1119,2018-06-25,0.44
1120,2018-06-26,0.44
1121,2018-06-27,0.44
1122,2018-06-28,0.45
1123,2018-06-29,0.45
1124,2018-07-02,0.39
1125,2018-07-03,0.4
1126,2018-07-04,0
1127,2018-07-05,0.42
1128,2018-07-06,0.4
1129,2018-07-09,0.38
1130,2018-07-10,0.39
1131,2018-07-11,0.41
1132,2018-07-12,0.4
1133,2018-07-13,0.4
1134,2018-07-16,0.35
1135,2018-07-17,0.36
1136,2018-07-18,0.39
1137,2018-07-19,0.39
1138,2018-07-20,0.39
1139,2018-07-23,0.38
1140,2018-07-24,0.35
1141,2018-07-25,0.37
1142,2018-07-26,0.39
1143,2018-07-27,0.38
1144,2018-07-30,0.33
1145,2018-07-31,0.36
1146,2018-08-01,0.36
1147,2018-08-02,0.36
1148,2018-08-03,0.37
1149,2018-08-06,0.32
1150,2018-08-07,0.32
1151,2018-08-08,0.32
1152,2018-08-09,0.32
1153,2018-08-10,0.31
1154,2018-08-13,0.28
1155,2018-08-14,0.28
1156,2018-08-15,0.28
1157,2018-08-16,0.29
1158,2018-08-17,0.3
1159,2018-08-20,0.28
1160,2018-08-21,0.27
1161,2018-08-22,0.26
1162,2018-08-23,0.27
1163,2018-08-24,0.27
1164,2018-08-27,0
1165,2018-08-28,0.22
1166,2018-08-29,0.22
1167,2018-08-30,0.25
1168,2018-08-31,0.25
1169,2018-09-03,0
1170,2018-09-04,0.23
1171,2018-09-05,0.22
1172,2018-09-06,0.24
1173,2018-09-07,0.23
1174,2018-09-10,0.22
1175,2018-09-11,0.22
1176,2018-09-12,0.21
1177,2018-09-13,0.22
1178,2018-09-14,0.22
1179,2018-09-17,0.21
1180,2018-09-18,0.21
1181,2018-09-19,0.23
1182,2018-09-20,0.24
1183,2018-09-21,0.23
1184,2018-09-24,0.19
1185,2018-09-25,0.21
1186,2018-09-26,0.23
1187,2018-09-27,0.26
1188,2018-09-28,0.25
1189,2018-10-01,0.21
1190,2018-10-02,0.22
1191,2018-10-03,0.22
1192,2018-10-04,0.23
1193,2018-10-05,0.23
1194,2018-10-08,0
1195,2018-10-09,0.21
1196,2018-10-10,0.2
1197,2018-10-11,0.22
1198,2018-10-12,0.21
1199,2018-10-15,0.18
1200,2018-10-16,0.18
1201,2018-10-17,0.18
1202,2018-10-18,0.2
1203,2018-10-19,0.22
1204,2018-10-22,0.19
1205,2018-10-23,0.2
1206,2018-10-24,0.22
1207,2018-10-25,0.22
1208,2018-10-26,0.24
1209,2018-10-29,0.23
1210,2018-10-30,0.25
1211,2018-10-31,0.27
1212,2018-11-01,0.31
1213,2018-11-02,0.31
1214,2018-11-05,0.27
1215,2018-11-06,0.28
1216,2018-11-07,0.28
1217,2018-11-08,0.31
1218,2018-11-09,0.31
1219,2018-11-12,0
1220,2018-11-13,0.28
1221,2018-11-14,0.3
1222,2018-11-15,0.32
1223,2018-11-16,0.33
1224,2018-11-19,0.31
1225,2018-11-20,0.31
1226,2018-11-21,0.32
1227,2018-11-22,0
1228,2018-11-23,0.33
1229,2018-11-26,0.34
1230,2018-11-27,0.35
1231,2018-11-28,0.36
1232,2018-11-29,0.42
1233,2018-11-30,0.42
1234,2018-12-03,0.41
1235,2018-12-04,0.36
1236,2018-12-05,0
1237,2018-12-06,0.41
1238,2018-12-07,0.42
1239,2018-12-10,0.41
1240,2018-12-11,0.41
1241,2018-12-12,0.39
1242,2018-12-13,0.41
1243,2018-12-14,0.43
1244,2018-12-17,0.44
1245,2018-12-18,0
1246,2018-12-19,0.44
1247,2018-12-20,0.48
1248,2018-12-21,0.48
1249,2018-12-24,0.4
1250,2018-12-25,0
1251,2018-12-26,0
1252,2018-12-27,0.44
1253,2018-12-28,0.45
1254,2018-12-31,0
1255,2019-01-01,0
1256,2019-01-02,0.42
1257,2019-01-03,0.44
1258,2019-01-04,0.43
1259,2019-01-07,0.39
1260,2019-01-08,0.37
1261,2019-01-09,0.4
1262,2019-01-10,0.42
1263,2019-01-11,0.41
1264,2019-01-14,0.38
1265,2019-01-15,0.37
1266,2019-01-16,0.4
1267,2019-01-17,0.41
1268,2019-01-18,0.4
1269,2019-01-21,0
1270,2019-01-22,0.4
1271,2019-01-23,0.41
1272,2019-01-24,0.44
1273,2019-01-25,0.41
1274,2019-01-28,0.38
1275,2019-01-29,0.37
1276,2019-01-30,0.37
1277,2019-01-31,0.38
1278,2019-02-01,0.38
1279,2019-02-04,0.36
1280,2019-02-05,0.37
1281,2019-02-06,0.37
1282,2019-02-07,0.33
1283,2019-02-08,0.32
1284,2019-02-11,0.29
1285,2019-02-12,0.31
1286,2019-02-13,0.29
1287,2019-02-14,0.31
1288,2019-02-15,0.3
1289,2019-02-18,0
1290,2019-02-19,0.23
1291,2019-02-20,0.26
1292,2019-02-21,0.25
1293,2019-02-22,0.24
1294,2019-02-25,0.22
1295,2019-02-26,0.23
1296,2019-02-27,0.23
1297,2019-02-28,0.22
1298,2019-03-01,0.21
1299,2019-03-04,0.2
1300,2019-03-05,0.2
1301,2019-03-06,0.18
1302,2019-03-07,0.2
1303,2019-03-08,0.19
1304,2019-03-11,0.2
